Case ID;Activity;Start;Complete;Resource;Cost
500;Evacuate blasting zone;2022-12-31 11:51:04;2022-12-31 12:18:22;Edgar;12740
500;Execute blasting;2022-12-31 12:20:36;2022-12-31 12:42:04;Roberto;27871
500;Review blasting results;2022-12-31 12:50:32;2022-12-31 13:12:38;Edgar;8103
500;Generate blasting report;2022-12-31 13:18:36;2022-12-31 13:32:10;Roberto;4047
501;Coordinate verification of polygon pits status;2022-12-31 13:41:27;2022-12-31 13:49:08;Edgar;2817
501;Make observations in drilling diagram;2022-12-31 13:53:05;2022-12-31 13:55:01;Roberto;673
501;Load pits with explosives;2022-12-31 14:08:38;2022-12-31 16:22:43;Roberto;66818
501;Design evacuation card;2022-12-31 16:23:41;2022-12-31 16:47:03;Rogelio;10242
501;Evacuate blasting zone;2022-12-31 16:50:28;2022-12-31 17:19:47;Edgar;13681
501;Execute blasting;2022-12-31 17:21:56;2022-12-31 17:42:16;Roberto;26399
501;Review blasting results;2022-12-31 17:51:01;2022-12-31 18:13:04;Edgar;8085
501;Generate blasting report;2022-12-31 18:18:52;2022-12-31 18:32:13;Roberto;3983
502;Coordinate verification of polygon pits status;2023-01-01 08:05:24;2023-01-01 08:13:11;Rodrigo;2847
502;Load pits with explosives;2023-01-01 08:39:22;2023-01-01 10:45:49;Romina;62962
502;Design evacuation card;2023-01-01 10:47:43;2023-01-01 11:11:41;Rogelio;10505
502;Evacuate blasting zone;2023-01-01 11:12:31;2023-01-01 11:38:44;Rodrigo;12213
502;Execute blasting;2023-01-01 11:40:58;2023-01-01 11:57:38;Romina;21632
502;Review blasting results;2023-01-01 12:06:21;2023-01-01 12:31:38;Rodrigo;9249
502;Prepare report of anomalies;2023-01-01 12:34:27;2023-01-01 12:50:47;Romina;4866
502;Analyze measures to take;2023-01-01 12:52:55;2023-01-01 13:20:01;Rogelio;10524
502;Generate blasting report;2023-01-01 13:25:05;2023-01-01 13:31:29;Romina;1907
503;Coordinate verification of polygon pits status;2023-01-01 13:36:31;2023-01-01 13:42:45;Rodrigo;2280
503;Make observations in drilling diagram;2023-01-01 13:45:59;2023-01-01 13:48:04;Eduardo;724
503;Load pits with explosives;2023-01-01 14:01:43;2023-01-01 16:05:47;Eduardo;61723
503;Design evacuation card;2023-01-01 16:06:18;2023-01-01 16:29:25;Rogelio;10133
503;Evacuate blasting zone;2023-01-01 16:32:35;2023-01-01 16:59:09;Rodrigo;12376
503;Execute blasting;2023-01-01 17:01:13;2023-01-01 17:24:15;Eduardo;29886
503;Review blasting results;2023-01-01 17:32:34;2023-01-01 17:57:47;Rodrigo;9225
503;Generate blasting report;2023-01-01 18:03:40;2023-01-01 18:16:17;Eduardo;3753
504;Coordinate verification of polygon pits status;2023-01-02 08:06:45;2023-01-02 08:13:44;Maria;2619
504;Load pits with explosives;2023-01-02 08:40:02;2023-01-02 10:35:55;Romina;57700
504;Design evacuation card;2023-01-02 10:36:29;2023-01-02 11:00:44;Rogelio;10630
504;Evacuate blasting zone;2023-01-02 11:04:57;2023-01-02 11:34:28;Maria;14020
504;Execute blasting;2023-01-02 11:36:37;2023-01-02 11:57:02;Romina;26499
504;Review blasting results;2023-01-02 12:05:43;2023-01-02 12:29:03;Maria;8750
504;Prepare report of anomalies;2023-01-02 12:31:54;2023-01-02 12:45:06;Romina;3933
504;Analyze measures to take;2023-01-02 12:48:30;2023-01-02 13:15:52;Rogelio;10627
504;Generate blasting report;2023-01-02 13:21:04;2023-01-02 13:27:33;Romina;1931
505;Coordinate verification of polygon pits status;2023-01-02 13:35:26;2023-01-02 13:44:17;Maria;3319
505;Make observations in drilling diagram;2023-01-02 13:47:01;2023-01-02 13:48:42;Roberto;586
505;Load pits with explosives;2023-01-02 14:02:16;2023-01-02 15:57:37;Roberto;57483
505;Design evacuation card;2023-01-02 15:59:12;2023-01-02 16:22:48;Rogelio;10345
505;Evacuate blasting zone;2023-01-02 16:26:58;2023-01-02 16:56:36;Maria;14076
505;Execute blasting;2023-01-02 16:58:40;2023-01-02 17:19:13;Roberto;26681
505;Review blasting results;2023-01-02 17:27:49;2023-01-02 17:51:01;Maria;8700
505;Prepare report of anomalies;2023-01-02 17:53:56;2023-01-02 18:05:57;Roberto;3585
505;Analyze measures to take;2023-01-02 18:08:28;2023-01-02 18:37:35;Rogelio;11307
505;Generate blasting report;2023-01-02 18:42:48;2023-01-02 18:56:30;Roberto;4087
506;Coordinate verification of polygon pits status;2023-01-03 08:07:47;2023-01-03 08:16:31;Rodrigo;3195
506;Make observations in drilling diagram;2023-01-03 08:19:51;2023-01-03 08:24:13;Marta;1528
506;Revise drilling of polygon pits;2023-01-03 08:27:17;2023-01-03 09:03:57;Marcela;29288
506;Load pits with explosives;2023-01-03 09:20:23;2023-01-03 11:17:38;Marta;58625
506;Design evacuation card;2023-01-03 11:19:14;2023-01-03 11:43:28;Rogelio;10622
506;Evacuate blasting zone;2023-01-03 11:47:04;2023-01-03 12:15:55;Rodrigo;13439
506;Execute blasting;2023-01-03 12:18:07;2023-01-03 12:35:12;Marta;22208
506;Review blasting results;2023-01-03 12:43:32;2023-01-03 13:08:48;Rodrigo;9243
506;Generate blasting report;2023-01-03 13:14:46;2023-01-03 13:22:10;Marta;2220
507;Coordinate verification of polygon pits status;2023-01-03 13:30:54;2023-01-03 13:37:56;Rodrigo;2573
507;Load pits with explosives;2023-01-03 14:04:00;2023-01-03 16:21:32;Roberto;68537
507;Design evacuation card;2023-01-03 16:23:06;2023-01-03 16:46:58;Rogelio;10462
507;Evacuate blasting zone;2023-01-03 16:49:46;2023-01-03 17:18:34;Rodrigo;13416
507;Execute blasting;2023-01-03 17:20:42;2023-01-03 17:42:12;Roberto;27914
507;Review blasting results;2023-01-03 17:50:42;2023-01-03 18:15:53;Rodrigo;9213
507;Prepare report of anomalies;2023-01-03 18:18:52;2023-01-03 18:30:59;Roberto;3615
507;Analyze measures to take;2023-01-03 18:33:22;2023-01-03 19:00:28;Rogelio;10524
507;Generate blasting report;2023-01-03 19:05:39;2023-01-03 19:19:44;Roberto;4202
508;Coordinate verification of polygon pits status;2023-01-04 08:08:55;2023-01-04 08:17:24;Maria;3181
508;Load pits with explosives;2023-01-04 08:43:40;2023-01-04 10:47:51;Roberto;61885
508;Design evacuation card;2023-01-04 10:49:33;2023-01-04 11:12:39;Rogelio;10126
508;Evacuate blasting zone;2023-01-04 11:14:13;2023-01-04 11:43:12;Maria;13767
508;Execute blasting;2023-01-04 11:45:23;2023-01-04 12:06:54;Roberto;27936
508;Review blasting results;2023-01-04 12:15:25;2023-01-04 12:38:39;Maria;8712
508;Generate blasting report;2023-01-04 12:44:38;2023-01-04 12:57:41;Roberto;3893
509;Coordinate verification of polygon pits status;2023-01-04 13:02:48;2023-01-04 13:09:32;Maria;2525
509;Coordinate terrain revision;2023-01-04 13:22:42;2023-01-04 13:33:27;Maria;4569
509;Revise terrain;2023-01-04 14:38:30;2023-01-04 15:44:37;GM&PS;65015
509;Load pits with explosives;2023-01-04 15:57:59;2023-01-04 17:59:10;Romina;60339
509;Design evacuation card;2023-01-04 17:59:46;2023-01-04 18:24:05;Rogelio;10659
509;Evacuate blasting zone;2023-01-04 18:25:22;2023-01-04 18:53:44;Maria;13474
509;Execute blasting;2023-01-04 18:55:48;2023-01-04 19:14:02;Romina;23665
509;Review blasting results;2023-01-04 19:22:40;2023-01-04 19:45:53;Maria;8706
509;Prepare report of anomalies;2023-01-04 19:48:41;2023-01-04 20:01:34;Romina;3838
509;Analyze measures to take;2023-01-04 20:03:25;2023-01-04 20:32:52;Rogelio;11436
509;Execute blasting revision;2023-01-04 20:55:06;2023-01-04 22:03:08;Romina;98507
509;Review blasting results;2023-01-04 22:11:36;2023-01-04 22:34:51;Maria;8719
509;Prepare report of anomalies;2023-01-04 22:37:38;2023-01-04 22:55:19;Romina;5268
509;Analyze measures to take;2023-01-04 22:57:54;2023-01-04 23:26:01;Rogelio;10919
509;Generate blasting report;2023-01-04 23:31:09;2023-01-04 23:37:40;Romina;1941
510;Coordinate verification of polygon pits status;2023-01-05 08:09:23;2023-01-05 08:17:05;Rodrigo;2817
510;Make observations in drilling diagram;2023-01-05 08:21:01;2023-01-05 08:23:16;Roberto;784
510;Load pits with explosives;2023-01-05 08:36:33;2023-01-05 10:54:10;Roberto;68579
510;Design evacuation card;2023-01-05 10:56:09;2023-01-05 11:19:56;Rogelio;10425
510;Evacuate blasting zone;2023-01-05 11:22:39;2023-01-05 11:49:19;Rodrigo;12422
510;Execute blasting;2023-01-05 11:51:25;2023-01-05 12:11:36;Roberto;26205
510;Review blasting results;2023-01-05 12:20:08;2023-01-05 12:45:23;Rodrigo;9237
510;Generate blasting report;2023-01-05 12:51:22;2023-01-05 13:05:24;Roberto;4187
511;Coordinate verification of polygon pits status;2023-01-05 13:10:26;2023-01-05 13:16:35;Rodrigo;2250
511;Load pits with explosives;2023-01-05 13:42:45;2023-01-05 15:51:36;Marta;64425
511;Design evacuation card;2023-01-05 15:53:17;2023-01-05 16:16:51;Rogelio;10330
511;Evacuate blasting zone;2023-01-05 16:20:20;2023-01-05 16:48:09;Rodrigo;12958
511;Execute blasting;2023-01-05 16:50:11;2023-01-05 17:04:57;Marta;19197
511;Review blasting results;2023-01-05 17:13:41;2023-01-05 17:39:01;Rodrigo;9268
511;Generate blasting report;2023-01-05 17:44:47;2023-01-05 17:52:22;Marta;2275
512;Coordinate verification of polygon pits status;2023-01-06 08:08:51;2023-01-06 08:18:48;Pedro;3665
512;Load pits with explosives;2023-01-06 08:40:17;2023-01-06 10:19:53;Paco;49634
512;Design evacuation card;2023-01-06 10:23:06;2023-01-06 10:49:30;Rosa;11660
512;Evacuate blasting zone;2023-01-06 10:55:59;2023-01-06 11:18:06;Pedro;10358
512;Execute blasting;2023-01-06 11:20:07;2023-01-06 11:30:02;Paco;12875
512;Review blasting results;2023-01-06 11:40:50;2023-01-06 12:03:56;Pedro;8508
512;Prepare report of anomalies;2023-01-06 12:09:14;2023-01-06 12:26:47;Paco;5236
512;Analyze measures to take;2023-01-06 12:31:22;2023-01-06 13:02:34;Rosa;12220
512;Generate blasting report;2023-01-06 13:10:16;2023-01-06 13:20:16;Paco;2983
513;Coordinate verification of polygon pits status;2023-01-06 13:26:17;2023-01-06 13:36:18;Pedro;3689
513;Make observations in drilling diagram;2023-01-06 13:41:55;2023-01-06 13:45:06;Luis;1101
513;Revise drilling of polygon pits;2023-01-06 13:46:48;2023-01-06 14:21:10;Diego;27407
513;Load pits with explosives;2023-01-06 14:33:07;2023-01-06 16:05:03;Luis;45584
513;Design evacuation card;2023-01-06 16:08:30;2023-01-06 16:34:49;Rosa;11623
513;Evacuate blasting zone;2023-01-06 16:41:08;2023-01-06 17:08:15;Pedro;12700
513;Execute blasting;2023-01-06 17:10:18;2023-01-06 17:29:28;Luis;24837
513;Review blasting results;2023-01-06 17:40:32;2023-01-06 18:04:02;Pedro;8656
513;Prepare report of anomalies;2023-01-06 18:09:17;2023-01-06 18:21:42;Luis;3673
513;Analyze measures to take;2023-01-06 18:26:31;2023-01-06 18:54:32;Rosa;10973
513;Generate blasting report;2023-01-06 19:02:07;2023-01-06 19:16:43;Luis;4319
514;Coordinate verification of polygon pits status;2023-01-07 08:08:57;2023-01-07 08:15:37;Clara;2483
514;Load pits with explosives;2023-01-07 08:36:43;2023-01-07 10:25:30;Hugo;54029
514;Design evacuation card;2023-01-07 10:29:04;2023-01-07 10:53:19;Rosa;10710
514;Evacuate blasting zone;2023-01-07 10:58:18;2023-01-07 11:25:00;Clara;12616
514;Execute blasting;2023-01-07 11:27:07;2023-01-07 11:44:08;Hugo;22065
514;Review blasting results;2023-01-07 11:54:57;2023-01-07 12:19:02;Clara;8971
514;Generate blasting report;2023-01-07 12:27:28;2023-01-07 12:40:05;Hugo;3743
515;Coordinate verification of polygon pits status;2023-01-07 12:49:22;2023-01-07 12:55:46;Clara;2384
515;Load pits with explosives;2023-01-07 13:16:49;2023-01-07 14:59:13;Luis;50773
515;Design evacuation card;2023-01-07 15:03:42;2023-01-07 15:28:00;Rosa;10732
515;Evacuate blasting zone;2023-01-07 15:34:24;2023-01-07 15:59:46;Clara;11986
515;Execute blasting;2023-01-07 16:01:49;2023-01-07 16:22:51;Luis;27256
515;Review blasting results;2023-01-07 16:34:01;2023-01-07 16:58:53;Clara;9263
515;Prepare report of anomalies;2023-01-07 17:04:10;2023-01-07 17:17:01;Luis;3801
515;Analyze measures to take;2023-01-07 17:21:20;2023-01-07 17:54:59;Rosa;13180
515;Generate blasting report;2023-01-07 18:02:34;2023-01-07 18:16:09;Luis;4018
516;Coordinate verification of polygon pits status;2023-01-08 08:06:57;2023-01-08 08:18:24;Pedro;4217
516;Load pits with explosives;2023-01-08 08:39:26;2023-01-08 10:07:59;Paco;44127
516;Design evacuation card;2023-01-08 10:11:31;2023-01-08 10:34:38;Rosa;10210
516;Evacuate blasting zone;2023-01-08 10:39:19;2023-01-08 11:07:35;Pedro;13238
516;Execute blasting;2023-01-08 11:09:39;2023-01-08 11:27:27;Paco;23110
516;Review blasting results;2023-01-08 11:38:28;2023-01-08 12:01:41;Pedro;8551
516;Generate blasting report;2023-01-08 12:10:05;2023-01-08 12:19:38;Paco;2849
517;Coordinate verification of polygon pits status;2023-01-08 12:29:20;2023-01-08 12:42:09;Pedro;4721
517;Coordinate terrain revision;2023-01-08 12:57:55;2023-01-08 13:04:51;Pedro;2900
517;Revise terrain;2023-01-08 14:39:53;2023-01-08 15:46:07;GM&PS;65129
517;Load pits with explosives;2023-01-08 15:54:28;2023-01-08 17:33:37;Luis;49162
517;Design evacuation card;2023-01-08 17:37:49;2023-01-08 18:03:02;Rosa;11137
517;Evacuate blasting zone;2023-01-08 18:09:07;2023-01-08 18:40:09;Pedro;14534
517;Execute blasting;2023-01-08 18:42:23;2023-01-08 19:03:38;Luis;27536
517;Review blasting results;2023-01-08 19:14:47;2023-01-08 19:38:16;Pedro;8650
517;Prepare report of anomalies;2023-01-08 19:43:37;2023-01-08 19:55:56;Luis;3644
517;Analyze measures to take;2023-01-08 20:01:04;2023-01-08 20:30:56;Rosa;11698
517;Execute blasting revision;2023-01-08 20:47:56;2023-01-08 21:25:37;Luis;54484
517;Review blasting results;2023-01-08 21:36:40;2023-01-08 21:59:59;Pedro;8588
517;Prepare report of anomalies;2023-01-08 22:05:28;2023-01-08 22:19:36;Luis;4181
517;Analyze measures to take;2023-01-08 22:25:27;2023-01-08 22:53:04;Rosa;10817
517;Generate blasting report;2023-01-08 23:00:37;2023-01-08 23:16:30;Luis;4699
518;Coordinate verification of polygon pits status;2023-01-09 08:06:47;2023-01-09 08:12:43;Clara;2210
518;Coordinate terrain revision;2023-01-09 08:28:13;2023-01-09 08:35:42;Clara;3162
518;Revise terrain;2023-01-09 10:13:11;2023-01-09 11:19:44;GM&PS;65441
518;Coordinate terrain revision;2023-01-09 11:45:56;2023-01-09 11:55:08;Clara;3887
518;Revise terrain;2023-01-09 13:30:32;2023-01-09 14:35:59;GM&PS;64359
518;Load pits with explosives;2023-01-09 14:44:16;2023-01-09 16:26:34;Hugo;50809
518;Design evacuation card;2023-01-09 16:29:38;2023-01-09 16:56:26;Rosa;11837
518;Evacuate blasting zone;2023-01-09 17:01:13;2023-01-09 17:28:02;Clara;12671
518;Execute blasting;2023-01-09 17:30:07;2023-01-09 17:48:48;Hugo;24226
518;Review blasting results;2023-01-09 17:59:40;2023-01-09 18:24:24;Clara;9213
518;Generate blasting report;2023-01-09 18:32:46;2023-01-09 18:49:02;Hugo;4826
519;Coordinate verification of polygon pits status;2023-01-10 08:08:58;2023-01-10 08:21:40;Pedro;4678
519;Coordinate terrain revision;2023-01-10 08:37:37;2023-01-10 08:43:13;Pedro;2343
519;Revise terrain;2023-01-10 10:18:58;2023-01-10 11:24:19;GM&PS;64261
519;Coordinate terrain revision;2023-01-10 11:46:03;2023-01-10 11:51:52;Pedro;2433
519;Revise terrain;2023-01-10 13:27:59;2023-01-10 14:28:46;GM&PS;59770
519;Load pits with explosives;2023-01-10 14:36:18;2023-01-10 16:26:37;Hugo;54791
519;Design evacuation card;2023-01-10 16:31:00;2023-01-10 16:57:18;Rosa;11616
519;Evacuate blasting zone;2023-01-10 17:02:53;2023-01-10 17:39:35;Pedro;17188
519;Execute blasting;2023-01-10 17:41:37;2023-01-10 18:05:24;Hugo;30839
519;Review blasting results;2023-01-10 18:16:20;2023-01-10 18:39:24;Pedro;8496
519;Prepare report of anomalies;2023-01-10 18:44:39;2023-01-10 18:57:03;Hugo;3679
519;Analyze measures to take;2023-01-10 19:01:16;2023-01-10 19:27:34;Rosa;10301
519;Generate blasting report;2023-01-10 19:35:06;2023-01-10 19:48:01;Hugo;3832
520;Coordinate verification of polygon pits status;2023-01-11 08:05:16;2023-01-11 08:11:34;Clara;2347
520;Load pits with explosives;2023-01-11 08:33:04;2023-01-11 10:17:53;Luis;51972
520;Design evacuation card;2023-01-11 10:22:05;2023-01-11 10:46:10;Rosa;10637
520;Evacuate blasting zone;2023-01-11 10:49:26;2023-01-11 11:14:56;Clara;12049
520;Execute blasting;2023-01-11 11:17:08;2023-01-11 11:38:19;Luis;27450
520;Review blasting results;2023-01-11 11:49:30;2023-01-11 12:14:20;Clara;9250
520;Generate blasting report;2023-01-11 12:22:37;2023-01-11 12:38:26;Luis;4679
521;Coordinate verification of polygon pits status;2023-01-11 12:44:21;2023-01-11 12:50:46;Clara;2390
521;Make observations in drilling diagram;2023-01-11 12:56:46;2023-01-11 13:03:55;Paco;2491
521;Coordinate terrain revision;2023-01-11 13:11:03;2023-01-11 13:18:35;Clara;3183
521;Revise terrain;2023-01-11 14:55:23;2023-01-11 15:58:56;GM&PS;62491
521;Coordinate terrain revision;2023-01-11 16:24:54;2023-01-11 16:34:44;Clara;4155
521;Revise terrain;2023-01-11 18:09:57;2023-01-11 19:15:31;GM&PS;64474
521;Load pits with explosives;2023-01-11 19:23:57;2023-01-11 20:48:54;Paco;42333
521;Design evacuation card;2023-01-11 20:53:12;2023-01-11 21:18:44;Rosa;11277
521;Evacuate blasting zone;2023-01-11 21:23:26;2023-01-11 21:49:59;Clara;12545
521;Execute blasting;2023-01-11 21:52:11;2023-01-11 22:02:33;Paco;13459
521;Review blasting results;2023-01-11 22:13:32;2023-01-11 22:37:42;Clara;9002
521;Prepare report of anomalies;2023-01-11 22:43:07;2023-01-11 22:59:11;Paco;4793
521;Analyze measures to take;2023-01-11 23:04:35;2023-01-11 23:34:41;Rosa;11789
521;Generate blasting report;2023-01-11 23:42:12;2023-01-11 23:51:13;Paco;2690
522;Coordinate verification of polygon pits status;2023-01-12 08:06:34;2023-01-12 08:15:30;Pedro;3290
522;Load pits with explosives;2023-01-12 08:36:58;2023-01-12 10:23:19;Luis;52732
522;Design evacuation card;2023-01-12 10:27:42;2023-01-12 10:53:15;Rosa;11285
522;Evacuate blasting zone;2023-01-12 10:58:58;2023-01-12 11:23:41;Pedro;11576
522;Execute blasting;2023-01-12 11:25:52;2023-01-12 11:42:13;Luis;21187
522;Review blasting results;2023-01-12 11:53:23;2023-01-12 12:16:39;Pedro;8570
522;Prepare report of anomalies;2023-01-12 12:21:54;2023-01-12 12:34:29;Luis;3723
522;Analyze measures to take;2023-01-12 12:40:19;2023-01-12 13:10:03;Rosa;11646
522;Generate blasting report;2023-01-12 13:17:46;2023-01-12 13:33:35;Luis;4679
523;Coordinate verification of polygon pits status;2023-01-12 13:39:54;2023-01-12 13:54:24;Pedro;5341
523;Make observations in drilling diagram;2023-01-12 14:00:23;2023-01-12 14:03:17;Luis;1003
523;Load pits with explosives;2023-01-12 14:11:50;2023-01-12 15:40:56;Luis;44179
523;Design evacuation card;2023-01-12 15:44:17;2023-01-12 16:08:24;Rosa;10652
523;Evacuate blasting zone;2023-01-12 16:13:11;2023-01-12 16:39:10;Pedro;12169
523;Execute blasting;2023-01-12 16:41:22;2023-01-12 17:01:18;Luis;25830
523;Review blasting results;2023-01-12 17:12:14;2023-01-12 17:35:30;Pedro;8570
523;Prepare report of anomalies;2023-01-12 17:40:52;2023-01-12 17:53:32;Luis;3747
523;Analyze measures to take;2023-01-12 17:59:05;2023-01-12 18:28:15;Rosa;11424
523;Generate blasting report;2023-01-12 18:35:59;2023-01-12 18:49:32;Luis;4009
524;Coordinate verification of polygon pits status;2023-01-13 08:07:14;2023-01-13 08:12:43;Clara;2043
524;Make observations in drilling diagram;2023-01-13 08:18:33;2023-01-13 08:21:16;Hugo;942
524;Load pits with explosives;2023-01-13 08:29:37;2023-01-13 10:13:46;Hugo;51728
524;Design evacuation card;2023-01-13 10:17:57;2023-01-13 10:42:32;Rosa;10858
524;Evacuate blasting zone;2023-01-13 10:46:50;2023-01-13 11:10:13;Clara;11049
524;Execute blasting;2023-01-13 11:12:18;2023-01-13 11:33:05;Hugo;26949
524;Review blasting results;2023-01-13 11:44:10;2023-01-13 12:08:45;Clara;9157
524;Prepare report of anomalies;2023-01-13 12:14:02;2023-01-13 12:28:32;Hugo;4302
524;Analyze measures to take;2023-01-13 12:34:14;2023-01-13 13:03:30;Rosa;11463
524;Generate blasting report;2023-01-13 13:11:08;2023-01-13 13:25:27;Hugo;4247
525;Coordinate verification of polygon pits status;2023-01-13 13:30:49;2023-01-13 13:36:37;Clara;2160
525;Load pits with explosives;2023-01-13 13:57:59;2023-01-13 15:22:57;Hugo;42200
525;Design evacuation card;2023-01-13 15:26:47;2023-01-13 15:52:58;Rosa;11564
525;Evacuate blasting zone;2023-01-13 15:57:11;2023-01-13 16:23:57;Clara;12647
525;Execute blasting;2023-01-13 16:25:58;2023-01-13 16:51:35;Hugo;33216
525;Review blasting results;2023-01-13 17:02:29;2023-01-13 17:27:02;Clara;9145
525;Generate blasting report;2023-01-13 17:35:25;2023-01-13 17:50:13;Hugo;4391
526;Coordinate verification of polygon pits status;2023-01-14 08:07:29;2023-01-14 08:20:09;Pedro;4666
526;Make observations in drilling diagram;2023-01-14 08:25:56;2023-01-14 08:29:51;Luis;1355
526;Coordinate terrain revision;2023-01-14 08:37:02;2023-01-14 08:44:20;Pedro;3054
526;Revise terrain;2023-01-14 10:19:33;2023-01-14 11:20:15;GM&PS;59688
526;Load pits with explosives;2023-01-14 11:27:30;2023-01-14 13:24:56;Luis;58227
526;Design evacuation card;2023-01-14 13:27:58;2023-01-14 13:54:40;Rosa;11792
526;Evacuate blasting zone;2023-01-14 13:58:02;2023-01-14 14:31:34;Pedro;15705
526;Execute blasting;2023-01-14 14:33:49;2023-01-14 14:51:18;Luis;22655
526;Review blasting results;2023-01-14 15:02:20;2023-01-14 15:25:38;Pedro;8582
526;Prepare report of anomalies;2023-01-14 15:31:02;2023-01-14 15:45:03;Luis;4147
526;Analyze measures to take;2023-01-14 15:50:43;2023-01-14 16:17:16;Rosa;10399
526;Generate blasting report;2023-01-14 16:25:01;2023-01-14 16:38:47;Luis;4073
527;Coordinate verification of polygon pits status;2023-01-15 08:06:29;2023-01-15 08:13:09;Clara;2483
527;Make observations in drilling diagram;2023-01-15 08:18:40;2023-01-15 08:22:16;Luis;1245
527;Load pits with explosives;2023-01-15 08:30:32;2023-01-15 10:09:53;Luis;49261
527;Design evacuation card;2023-01-15 10:14:12;2023-01-15 10:41:10;Rosa;11910
527;Evacuate blasting zone;2023-01-15 10:45:36;2023-01-15 11:13:16;Clara;13072
527;Execute blasting;2023-01-15 11:15:17;2023-01-15 11:34:08;Luis;24426
527;Review blasting results;2023-01-15 11:45:02;2023-01-15 12:09:32;Clara;9126
527;Prepare report of anomalies;2023-01-15 12:14:56;2023-01-15 12:28:00;Luis;3866
527;Analyze measures to take;2023-01-15 12:32:49;2023-01-15 13:00:59;Rosa;11032
527;Generate blasting report;2023-01-15 13:08:37;2023-01-15 13:22:48;Luis;4196
528;Coordinate verification of polygon pits status;2023-01-15 13:31:31;2023-01-15 13:38:10;Clara;2477
528;Load pits with explosives;2023-01-15 13:59:18;2023-01-15 15:37:22;Paco;48870
528;Design evacuation card;2023-01-15 15:41:02;2023-01-15 16:05:42;Rosa;10894
528;Evacuate blasting zone;2023-01-15 16:11:25;2023-01-15 16:35:57;Clara;11592
528;Execute blasting;2023-01-15 16:38:07;2023-01-15 16:46:52;Paco;11360
528;Review blasting results;2023-01-15 16:58:05;2023-01-15 17:22:09;Clara;8965
528;Prepare report of anomalies;2023-01-15 17:27:26;2023-01-15 17:47:15;Paco;5912
528;Analyze measures to take;2023-01-15 17:52:26;2023-01-15 18:22:47;Rosa;11887
528;Generate blasting report;2023-01-15 18:30:21;2023-01-15 18:39:22;Paco;2690
529;Coordinate verification of polygon pits status;2023-01-16 08:09:58;2023-01-16 08:17:16;Maria;2738
529;Coordinate terrain revision;2023-01-16 08:30:20;2023-01-16 08:41:59;Maria;4951
529;Revise terrain;2023-01-16 09:47:32;2023-01-16 10:54:07;GM&PS;65474
529;Load pits with explosives;2023-01-16 11:07:15;2023-01-16 13:04:49;Roberto;58587
529;Design evacuation card;2023-01-16 13:05:21;2023-01-16 13:29:40;Rogelio;10659
529;Evacuate blasting zone;2023-01-16 13:32:19;2023-01-16 14:00:47;Maria;13522
529;Execute blasting;2023-01-16 14:02:52;2023-01-16 14:24:44;Roberto;28390
529;Review blasting results;2023-01-16 14:33:24;2023-01-16 14:56:34;Maria;8688
529;Prepare report of anomalies;2023-01-16 14:59:23;2023-01-16 15:11:26;Roberto;3595
529;Analyze measures to take;2023-01-16 15:13:58;2023-01-16 15:45:36;Rogelio;12284
529;Generate blasting report;2023-01-16 15:50:48;2023-01-16 16:04:13;Roberto;4003
530;Coordinate verification of polygon pits status;2023-01-17 08:06:30;2023-01-17 08:14:47;Rodrigo;3030
530;Load pits with explosives;2023-01-17 08:41:16;2023-01-17 10:48:50;Romina;63518
530;Design evacuation card;2023-01-17 10:50:50;2023-01-17 11:14:27;Rogelio;10352
530;Evacuate blasting zone;2023-01-17 11:17:11;2023-01-17 11:44:27;Rodrigo;12702
530;Execute blasting;2023-01-17 11:46:35;2023-01-17 12:02:31;Romina;20680
530;Review blasting results;2023-01-17 12:10:53;2023-01-17 12:36:06;Rodrigo;9225
530;Prepare report of anomalies;2023-01-17 12:39:05;2023-01-17 12:56:58;Romina;5328
530;Analyze measures to take;2023-01-17 13:00:08;2023-01-17 13:29:56;Rogelio;11572
530;Generate blasting report;2023-01-17 13:34:59;2023-01-17 13:40:36;Romina;1673
531;Coordinate verification of polygon pits status;2023-01-17 13:45:57;2023-01-17 13:53:09;Rodrigo;2634
531;Load pits with explosives;2023-01-17 14:19:12;2023-01-17 16:16:18;Romina;58306
531;Design evacuation card;2023-01-17 16:17:01;2023-01-17 16:40:21;Rogelio;10228
531;Evacuate blasting zone;2023-01-17 16:43:58;2023-01-17 17:10:36;Rodrigo;12407
531;Execute blasting;2023-01-17 17:12:47;2023-01-17 17:30:05;Romina;22454
531;Review blasting results;2023-01-17 17:38:34;2023-01-17 18:03:51;Rodrigo;9249
531;Prepare report of anomalies;2023-01-17 18:06:42;2023-01-17 18:18:38;Romina;3555
531;Analyze measures to take;2023-01-17 18:22:06;2023-01-17 18:51:29;Rogelio;11411
531;Generate blasting report;2023-01-17 18:56:34;2023-01-17 19:02:47;Romina;1852
532;Coordinate verification of polygon pits status;2023-01-18 08:08:21;2023-01-18 08:14:52;Maria;2444
532;Load pits with explosives;2023-01-18 08:40:56;2023-01-18 10:50:42;Romina;64613
532;Design evacuation card;2023-01-18 10:52:05;2023-01-18 11:16:14;Rogelio;10586
532;Evacuate blasting zone;2023-01-18 11:20:26;2023-01-18 11:47:02;Maria;12635
532;Execute blasting;2023-01-18 11:49:03;2023-01-18 12:09:26;Romina;26456
532;Review blasting results;2023-01-18 12:17:54;2023-01-18 12:41:10;Maria;8725
